time,TP9,AF7,AF8,TP10,Right AUX
1699110191.028561,-25.87890625,7.32421875,-43.45703125,-35.15625,0.0
1699110191.0324612,85.44921875,37.59765625,329.58984375,0.48828125,0.0
1699110191.0363612,-76.66015625,-85.9375,-86.42578125,-17.08984375,0.0
1699110191.0402615,-154.78515625,-95.21484375,-402.83203125,-40.52734375,0.0
1699110191.0441616,-62.01171875,-30.2734375,-235.3515625,-27.83203125,0.0
1699110191.0480616,97.16796875,19.04296875,240.72265625,1.46484375,0.0
1699110191.051962,-12.6953125,-99.609375,-107.421875,-10.7421875,0.0
1699110191.055862,-154.78515625,-150.87890625,-594.7265625,-50.78125,0.0
1699110191.0597622,-111.328125,-13.671875,-304.6875,-50.78125,0.0
1699110191.0636623,68.359375,53.22265625,152.34375,-21.484375,0.0
1699110191.0675623,50.29296875,3.90625,219.23828125,-18.06640625,0.0
1699110191.0714626,-115.234375,-71.77734375,-184.5703125,-43.45703125,0.0
1699110191.0754132,-119.62890625,-48.828125,-372.55859375,-52.24609375,0.0
1699110191.0793133,36.1328125,11.71875,-4.39453125,-19.53125,0.0
1699110191.0832136,92.28515625,11.23046875,239.74609375,-20.01953125,0.0
1699110191.0871136,-90.33203125,-43.9453125,-39.0625,-51.7578125,0.0
1699110191.091014,-132.8125,-73.2421875,-350.5859375,-51.7578125,0.0
1699110191.094914,-11.23046875,-63.96484375,-270.01953125,-38.57421875,0.0
1699110191.098814,118.65234375,-26.85546875,152.83203125,-2.44140625,0.0
1699110191.1027143,-27.34375,-26.3671875,-25.87890625,-29.296875,0.0
1699110191.1066144,-130.859375,-30.2734375,-314.94140625,-48.828125,0.0
1699110191.1105146,-43.45703125,-48.828125,-323.73046875,-37.59765625,0.0
1699110191.1144147,119.140625,31.25,127.44140625,-21.484375,0.0
1699110191.1183147,9.765625,30.2734375,240.72265625,-23.4375,0.0
1699110191.1222575,-137.6953125,-68.359375,-207.51953125,-41.9921875,0.0
1699110191.1261575,-100.5859375,-87.890625,-360.83984375,-41.9921875,0.0
1699110191.1300578,72.265625,19.53125,109.375,-15.13671875,0.0
1699110191.1339579,61.03515625,44.921875,300.78125,-15.625,0.0
1699110191.1378582,-118.1640625,-79.1015625,-121.58203125,-48.828125,0.0
1699110191.1417582,-128.90625,-134.765625,-461.9140625,-48.828125,0.0
1699110191.1456583,19.53125,-25.390625,-91.30859375,-24.4140625,0.0
1699110191.1495585,81.54296875,55.6640625,349.609375,-11.23046875,0.0
1699110191.1534586,-101.5625,-66.40625,-46.38671875,-49.8046875,0.0
1699110191.157359,-161.62109375,-160.64453125,-482.421875,-59.08203125,0.0
1699110191.161259,-34.1796875,-40.52734375,-139.6484375,-30.76171875,0.0
1699110191.165159,90.8203125,67.87109375,367.1875,-20.99609375,0.0
1699110191.1691473,-64.453125,-69.3359375,-60.05859375,-34.66796875,0.0
1699110191.1730473,-148.92578125,-115.234375,-456.0546875,-48.33984375,0.0
1699110191.1769476,-75.1953125,-29.296875,-258.7890625,-44.921875,0.0
1699110191.1808476,94.23828125,63.96484375,277.83203125,-9.765625,0.0
1699110191.184748,16.6015625,-24.90234375,138.18359375,-13.18359375,0.0
1699110191.188648,-145.99609375,-147.4609375,-424.31640625,-41.015625,0.0
1699110191.1925483,-117.67578125,-98.14453125,-459.9609375,-49.8046875,0.0
1699110191.1964483,61.03515625,22.4609375,34.1796875,-26.3671875,0.0
1699110191.2003486,68.359375,-4.8828125,110.3515625,-13.18359375,0.0
1699110191.2042487,-107.91015625,-109.86328125,-390.625,-41.50390625,0.0
1699110191.208149,-118.65234375,-32.71484375,-378.41796875,-44.921875,0.0
1699110191.212049,32.2265625,44.43359375,29.296875,-24.4140625,0.0
1699110191.2160408,106.93359375,38.0859375,236.328125,-11.71875,0.0
1699110191.2199411,-68.359375,-44.921875,-72.265625,-29.296875,0.0
1699110191.2238412,-135.25390625,-67.87109375,-333.984375,-62.5,0.0
1699110191.2277415,-32.2265625,-40.52734375,-302.734375,-45.41015625,0.0
1699110191.2316415,121.09375,33.69140625,217.28515625,2.44140625,0.0
1699110191.2355418,-13.18359375,-32.2265625,-6.34765625,-6.8359375,0.0
1699110191.2394419,-126.953125,-65.91796875,-412.109375,-40.52734375,0.0
1699110191.2433422,-58.10546875,-13.18359375,-296.38671875,-50.29296875,0.0
1699110191.2472422,114.74609375,-23.92578125,-14.6484375,0.0,0.0
1699110191.2511425,47.8515625,-19.53125,126.46484375,5.37109375,0.0
1699110191.2550426,-132.32421875,-18.5546875,-93.26171875,-46.38671875,0.0
1699110191.2589428,-108.88671875,-61.03515625,-382.8125,-39.0625,0.0
1699110191.262925,79.1015625,13.18359375,-63.96484375,6.8359375,0.0
1699110191.2668252,83.49609375,57.12890625,278.3203125,-0.48828125,0.0
1699110191.2707253,-104.98046875,-42.96875,-55.6640625,-40.0390625,0.0
1699110191.2746255,-118.65234375,-99.12109375,-408.203125,-45.41015625,0.0
1699110191.2785256,23.92578125,-22.4609375,-120.60546875,-14.16015625,0.0
1699110191.2824259,112.79296875,36.62109375,267.578125,0.48828125,0.0
1699110191.286326,-64.94140625,-53.7109375,-130.37109375,-28.80859375,0.0
1699110191.2902262,-143.5546875,-125.9765625,-534.66796875,-46.38671875,0.0
1699110191.2941265,-48.828125,-89.35546875,-465.33203125,-35.64453125,0.0
1699110191.2980266,98.6328125,93.26171875,244.62890625,-9.27734375,0.0
1699110191.3019269,-19.04296875,26.3671875,155.2734375,-23.92578125,0.0
1699110191.305827,-144.04296875,-101.5625,-373.53515625,-45.8984375,0.0
1699110191.309798,-83.984375,-45.41015625,-305.17578125,-38.57421875,0.0
1699110191.313698,93.75,72.265625,245.60546875,-15.625,0.0
1699110191.3175983,37.109375,13.671875,248.53515625,-32.71484375,0.0
1699110191.3214984,-136.23046875,-110.83984375,-270.5078125,-52.734375,0.0
1699110191.3253987,-133.7890625,-96.6796875,-437.98828125,-55.6640625,0.0
1699110191.3292987,26.85546875,-13.18359375,-63.4765625,-35.15625,0.0
1699110191.333199,61.03515625,8.30078125,225.5859375,-28.80859375,0.0
1699110191.337099,-120.60546875,-142.08984375,-335.9375,-60.546875,0.0
1699110191.3409994,-155.2734375,-146.97265625,-628.90625,-59.08203125,0.0
1699110191.3448997,-18.06640625,11.71875,-132.8125,-30.2734375,0.0
1699110191.3487997,88.8671875,43.9453125,274.90234375,-8.30078125,0.0
1699110191.3527,-76.66015625,-53.7109375,-46.875,-32.2265625,0.0
1699110191.3566608,-148.4375,-72.75390625,-322.265625,-43.45703125,0.0
1699110191.3605611,-46.875,-14.16015625,-149.90234375,-28.3203125,0.0
1699110191.3644612,108.3984375,31.73828125,230.95703125,-3.90625,0.0
1699110191.3683615,2.44140625,-32.71484375,136.23046875,-20.99609375,0.0
1699110191.3722618,-125.0,-77.63671875,-229.4921875,-42.48046875,0.0
1699110191.3761618,-80.078125,-83.49609375,-421.875,-30.76171875,0.0
1699110191.380062,92.28515625,-22.94921875,-3.41796875,-5.37109375,0.0
1699110191.3839622,61.03515625,-37.59765625,-3.90625,-9.27734375,0.0
1699110191.3878624,-106.4453125,-34.1796875,-313.4765625,-33.203125,0.0
1699110191.3917625,-103.02734375,-20.99609375,-277.83203125,-41.9921875,0.0
1699110191.3956628,53.7109375,8.30078125,-3.90625,-13.671875,0.0
1699110191.399563,96.6796875,15.13671875,174.8046875,2.9296875,0.0
1699110191.4035282,-83.0078125,-58.10546875,-171.875,-35.64453125,0.0
1699110191.4074285,-122.55859375,-62.5,-367.1875,-43.9453125,0.0
1699110191.4113286,3.90625,-22.94921875,-194.3359375,-20.99609375,0.0
1699110191.4152288,124.51171875,49.8046875,244.62890625,6.34765625,0.0
1699110191.419129,-33.69140625,-29.78515625,15.13671875,-12.6953125,0.0
1699110191.4230292,-120.1171875,-95.703125,-425.29296875,-31.25,0.0
1699110191.4269295,-24.4140625,-104.4921875,-519.53125,-25.87890625,0.0
1699110191.4308295,130.859375,19.53125,0.0,1.46484375,0.0
1699110191.4347298,21.97265625,53.7109375,229.00390625,-10.7421875,0.0
1699110191.4386299,-120.60546875,-80.078125,-304.6875,-48.33984375,0.0
1699110191.4425302,-81.54296875,-58.10546875,-421.875,-29.78515625,0.0
1699110191.4464304,92.28515625,68.84765625,140.625,4.8828125,0.0
1699110191.4503849,71.77734375,65.4296875,308.10546875,-1.953125,0.0
1699110191.4542851,-105.95703125,-69.82421875,-210.9375,-26.3671875,0.0
1699110191.4581852,-114.74609375,-103.515625,-504.39453125,-33.69140625,0.0
1699110191.4620855,28.80859375,37.59765625,-3.41796875,-18.06640625,0.0
1699110191.4659858,100.5859375,68.359375,305.6640625,1.953125,0.0
1699110191.4698858,-75.68359375,-96.19140625,-270.01953125,-28.3203125,0.0
1699110191.473786,-146.97265625,-179.6875,-638.18359375,-49.31640625,0.0
1699110191.4776862,-35.15625,-12.6953125,-193.359375,-48.33984375,0.0
1699110191.4815865,98.6328125,115.72265625,370.1171875,-26.85546875,0.0
1699110191.4854867,-44.921875,-37.109375,-30.76171875,-40.52734375,0.0
1699110191.4893868,-140.625,-93.75,-440.4296875,-57.12890625,0.0
1699110191.493287,-71.77734375,-33.69140625,-291.50390625,-37.109375,0.0
1699110191.497287,91.796875,49.8046875,211.9140625,-10.7421875,0.0
1699110191.5011873,6.34765625,-17.578125,96.6796875,-17.578125,0.0
1699110191.5050874,-143.5546875,-97.16796875,-349.609375,-44.43359375,0.0
1699110191.5089877,-118.65234375,-49.31640625,-292.96875,-49.8046875,0.0
1699110191.512888,32.2265625,20.99609375,138.671875,-24.90234375,0.0
1699110191.516788,37.59765625,-22.4609375,117.67578125,-23.92578125,0.0
1699110191.5206883,-138.18359375,-122.0703125,-401.3671875,-54.19921875,0.0
1699110191.5245886,-157.2265625,-76.171875,-444.82421875,-64.94140625,0.0
1699110191.5284886,-2.9296875,16.11328125,-48.828125,-38.0859375,0.0
1699110191.532389,74.21875,-14.6484375,133.7890625,-17.08984375,0.0
1699110191.5362892,-108.88671875,-68.84765625,-174.31640625,-52.734375,0.0
1699110191.5401893,-166.015625,-47.8515625,-317.3828125,-73.2421875,0.0
1699110191.5442345,-43.9453125,-30.76171875,-227.05078125,-52.24609375,0.0
1699110191.5481348,98.6328125,31.25,216.796875,-18.5546875,0.0
1699110191.552035,-40.0390625,-12.20703125,73.73046875,-33.69140625,0.0
1699110191.5559351,-148.92578125,-66.40625,-293.45703125,-56.640625,0.0
1699110191.5598354,-83.49609375,-70.80078125,-366.2109375,-46.875,0.0
1699110191.5637357,87.40234375,-13.671875,11.71875,-12.20703125,0.0
1699110191.5676358,23.92578125,-16.11328125,60.546875,-20.01953125,0.0
1699110191.571536,-129.8828125,-83.49609375,-391.11328125,-49.31640625,0.0
1699110191.5754364,-104.4921875,-112.3046875,-560.05859375,-46.38671875,0.0
1699110191.5793366,57.6171875,-21.484375,-176.26953125,-12.6953125,0.0
1699110191.5832367,63.4765625,85.44921875,284.1796875,-7.32421875,0.0
1699110191.587137,-109.86328125,-24.4140625,-44.43359375,-38.0859375,0.0
1699110191.5911176,-126.46484375,-94.7265625,-385.7421875,-37.59765625,0.0
1699110191.595018,10.7421875,0.0,-66.89453125,-12.6953125,0.0
1699110191.5989182,95.21484375,72.265625,348.14453125,-2.44140625,0.0
1699110191.6028185,-80.078125,-40.0390625,-11.71875,-30.2734375,0.0
1699110191.6067185,-147.94921875,-124.51171875,-452.1484375,-46.38671875,0.0
1699110191.6106188,-39.55078125,-63.4765625,-369.140625,-25.87890625,0.0
1699110191.6145191,114.74609375,65.91796875,231.4453125,3.41796875,0.0
1699110191.6184194,-15.13671875,-1.46484375,90.8203125,-16.11328125,0.0
1699110191.6223195,-138.18359375,-133.30078125,-466.30859375,-40.52734375,0.0
1699110191.6262197,-77.1484375,-51.26953125,-371.58203125,-33.203125,0.0
1699110191.63012,97.65625,71.2890625,173.828125,-0.9765625,0.0
1699110191.6340203,44.921875,-10.25390625,79.1015625,-7.8125,0.0
1699110191.6380186,-125.0,-145.01953125,-481.4453125,-42.48046875,0.0
1699110191.641919,-111.81640625,-64.94140625,-455.078125,-42.48046875,0.0
1699110191.6458192,51.7578125,77.63671875,77.63671875,-15.625,0.0
1699110191.6497195,83.984375,22.94921875,215.8203125,-4.8828125,0.0
1699110191.6536195,-102.05078125,-94.7265625,-302.734375,-36.1328125,0.0
1699110191.6575198,-133.30078125,-103.515625,-528.80859375,-45.41015625,0.0
1699110191.66142,-3.41796875,-7.8125,-163.57421875,-25.390625,0.0
1699110191.6653204,93.75,7.8125,157.2265625,-15.625,0.0
1699110191.6692207,-69.82421875,-100.5859375,-252.9296875,-34.1796875,0.0
1699110191.6731207,-155.2734375,-49.8046875,-366.2109375,-62.01171875,0.0
1699110191.677021,-62.01171875,3.90625,-137.6953125,-60.05859375,0.0
1699110191.6809213,92.28515625,32.2265625,188.4765625,-18.5546875,0.0
1699110191.6848958,-36.62109375,-28.80859375,111.81640625,-42.48046875,0.0
1699110191.6887958,-176.7578125,-99.12109375,-294.43359375,-72.265625,0.0
1699110191.692696,-125.9765625,-71.77734375,-382.8125,-65.91796875,0.0
1699110191.6965964,52.734375,25.390625,150.390625,-33.69140625,0.0
1699110191.7004967,20.99609375,3.41796875,229.4921875,-36.1328125,0.0
1699110191.704397,-155.2734375,-123.53515625,-313.96484375,-63.96484375,0.0
1699110191.7082973,-156.25,-116.2109375,-494.140625,-53.7109375,0.0
1699110191.7121973,-2.44140625,-66.40625,-295.8984375,-33.69140625,0.0
1699110191.7160976,44.921875,-6.8359375,80.56640625,-37.59765625,0.0
1699110191.719998,-125.9765625,-7.32421875,6.8359375,-60.05859375,0.0
1699110191.7238982,-159.66796875,-88.37890625,-413.57421875,-60.546875,0.0
1699110191.7277985,-34.66796875,-29.78515625,-155.2734375,-43.9453125,0.0
1699110191.7317617,81.0546875,71.2890625,361.81640625,-19.53125,0.0
1699110191.735662,-63.96484375,-20.99609375,67.3828125,-37.59765625,0.0
1699110191.7395623,-148.4375,-111.81640625,-406.73828125,-53.22265625,0.0
1699110191.7434626,-59.5703125,-71.2890625,-357.421875,-40.52734375,0.0
1699110191.7473629,107.91015625,29.296875,204.1015625,-15.625,0.0
1699110191.7512631,6.8359375,-13.671875,72.75390625,-27.34375,0.0
1699110191.7551634,-128.41796875,-110.83984375,-491.2109375,-51.7578125,0.0
1699110191.7590635,-79.1015625,-98.14453125,-555.17578125,-37.59765625,0.0
1699110191.7629638,97.65625,90.33203125,128.41796875,-8.7890625,0.0
1699110191.766864,82.51953125,93.75,312.98828125,-9.765625,0.0
1699110191.7707644,-84.9609375,-76.171875,-231.4453125,-25.87890625,0.0
1699110191.7746646,-97.65625,-75.1953125,-454.1015625,-29.78515625,0.0
1699110191.7786741,47.36328125,42.48046875,-1.953125,-12.20703125,0.0
1699110191.7825744,112.79296875,46.38671875,325.68359375,1.46484375,0.0
