time,TP9,AF7,AF8,TP10,Right AUX
1699110765.89137,49.31640625,43.9453125,-282.71484375,-6.34765625,0.0
1699110765.8952706,149.90234375,223.14453125,249.51171875,13.18359375,0.0
1699110765.8991709,-31.25,-88.8671875,-351.5625,-18.06640625,0.0
1699110765.9030714,-110.3515625,-233.88671875,-719.23828125,-32.2265625,0.0
1699110765.906972,-9.765625,-76.171875,-503.41796875,-14.6484375,0.0
1699110765.9108725,150.87890625,129.39453125,39.55078125,12.6953125,0.0
1699110765.9147727,14.6484375,-71.77734375,-314.94140625,-0.48828125,0.0
1699110765.9186733,-124.0234375,-340.33203125,-864.2578125,-25.390625,0.0
1699110765.9225738,-71.77734375,-76.66015625,-599.12109375,-30.2734375,0.0
1699110765.9264743,104.00390625,212.40234375,36.1328125,-4.8828125,0.0
1699110765.9303746,58.10546875,38.0859375,-63.4765625,-5.37109375,0.0
1699110765.9342752,-112.79296875,-152.83203125,-563.4765625,-41.015625,0.0
1699110765.9382224,-108.88671875,-100.09765625,-624.0234375,-49.31640625,0.0
1699110765.942123,61.03515625,104.00390625,-158.203125,-26.85546875,0.0
1699110765.9460235,99.12109375,71.77734375,75.1953125,-14.16015625,0.0
1699110765.9499238,-98.6328125,-146.484375,-472.16796875,-41.50390625,0.0
1699110765.9538243,-135.25390625,-175.78125,-718.26171875,-51.26953125,0.0
1699110765.9577248,3.90625,-48.33984375,-413.0859375,-33.203125,0.0
1699110765.9616253,123.046875,65.4296875,15.13671875,-7.8125,0.0
1699110765.9655256,-51.26953125,-99.609375,-417.48046875,-31.73828125,0.0
1699110765.9694262,-147.94921875,-98.14453125,-633.30078125,-56.640625,0.0
1699110765.9733267,-54.6875,-25.390625,-474.609375,-34.66796875,0.0
1699110765.9772272,109.86328125,72.265625,-31.25,-3.90625,0.0
1699110765.9811275,-6.34765625,0.0,-104.98046875,-29.296875,0.0
1699110765.9851134,-149.90234375,-163.57421875,-597.65625,-60.05859375,0.0
1699110765.989014,-106.93359375,-187.01171875,-694.3359375,-55.6640625,0.0
1699110765.9929142,77.63671875,67.3828125,-161.62109375,-19.53125,0.0
1699110765.9968147,56.15234375,100.09765625,75.68359375,-20.01953125,0.0
1699110766.0007153,-122.0703125,-147.4609375,-460.44921875,-49.8046875,0.0
1699110766.0046158,-130.37109375,-269.53125,-743.1640625,-63.4765625,0.0
1699110766.0085163,27.34375,-158.69140625,-477.05078125,-36.1328125,0.0
1699110766.0124166,101.07421875,127.44140625,111.328125,-11.71875,0.0
1699110766.0163171,-95.703125,-39.55078125,-297.8515625,-41.015625,0.0
1699110766.0202177,-153.3203125,-237.3046875,-744.62890625,-56.15234375,0.0
1699110766.0241182,-28.3203125,-63.4765625,-393.06640625,-39.55078125,0.0
1699110766.0280185,106.93359375,188.96484375,250.9765625,-15.13671875,0.0
1699110766.0319605,-47.8515625,-29.78515625,-137.20703125,-34.1796875,0.0
1699110766.035861,-161.62109375,-248.53515625,-697.265625,-58.10546875,0.0
1699110766.0397615,-83.984375,-122.55859375,-533.69140625,-47.36328125,0.0
1699110766.0436618,99.609375,125.48828125,89.84375,-10.25390625,0.0
1699110766.0475624,6.8359375,-51.7578125,-146.484375,-18.5546875,0.0
1699110766.051463,-147.94921875,-279.78515625,-683.59375,-44.43359375,0.0
1699110766.0553634,-111.328125,-196.77734375,-693.359375,-37.59765625,0.0
1699110766.059264,62.98828125,106.93359375,-125.48828125,-18.5546875,0.0
1699110766.0631642,69.3359375,129.39453125,189.94140625,-19.04296875,0.0
